word	frequency	collection	document	idf	doc_len
陀羅尼	2	taisho/t0441.html	taisho/t0441_03.html	0.7175	2980
陀羅尼	2	taisho/t2039.html	taisho/t2039_03.html	0.7175	19163
陀羅尼	2	taisho/t0657.html	taisho/t0657_03.html	0.7175	7648
陀羅尼	2	taisho/t2034.html	taisho/t2034_08.html	0.7175	8011
陀羅尼	2	taisho/t0788.html	taisho/t0788_01.html	0.7175	507
陀羅尼	2	taisho/t0468.html	taisho/t0468_01.html	0.7175	7954
陀羅尼	2	taisho/t1911.html	taisho/t1911_04.html	0.7175	14317
陀羅尼	2	taisho/t0890.html	taisho/t0890_03.html	0.7175	6612
陀羅尼	2	taisho/t1718.html	taisho/t1718_06.html	0.7175	17802
陀羅尼	2	taisho/t0681.html	taisho/t0681_02.html	0.7175	6806
陀羅尼	2	taisho/t1363.html	taisho/t1363_01.html	0.7175	529
陀羅尼	2	taisho/t0220.html	taisho/t0220_409.html	0.7175	4714
陀羅尼	2	taisho/t1716.html	taisho/t1716_10.html	0.7175	14862
陀羅尼	2	taisho/t0475.html	taisho/t0475_03.html	0.7175	5234
陀羅尼	2	taisho/t0278.html	taisho/t0278_30.html	0.7175	3816
陀羅尼	2	taisho/t0651.html	taisho/t0651_03.html	0.7175	5736
陀羅尼	2	taisho/t0278.html	taisho/t0278_22.html	0.7175	4626
陀羅尼	2	taisho/t0665.html	taisho/t0665_06.html	0.7175	5011
陀羅尼	2	taisho/t0397.html	taisho/t0397_56.html	0.7175	8649
陀羅尼	2	taisho/t0952.html	taisho/t0952_02.html	0.7175	5696
陀羅尼	2	taisho/t0997.html	taisho/t0997_07.html	0.7175	4837
陀羅尼	2	taisho/t0848.html	taisho/t0848_05.html	0.7175	6049
陀羅尼	2	taisho/t1797.html	taisho/t1797_01.html	0.7175	9746
陀羅尼	2	taisho/t1744.html	taisho/t1744_02.html	0.7175	35192
陀羅尼	2	taisho/t0673.html	taisho/t0673_02.html	0.7175	6136
陀羅尼	2	taisho/t0761.html	taisho/t0761_06.html	0.7175	6403
陀羅尼	2	taisho/t1341.html	taisho/t1341_01.html	0.7175	5680
陀羅尼	2	taisho/t1317.html	taisho/t1317_01.html	0.7175	165
陀羅尼	2	taisho/t1412.html	taisho/t1412_01.html	0.7175	343
陀羅尼	2	taisho/t0278.html	taisho/t0278_27.html	0.7175	5314
陀羅尼	2	taisho/t0441.html	taisho/t0441_16.html	0.7175	4360
陀羅尼	2	taisho/t0566.html	taisho/t0566_01.html	0.7175	8051
陀羅尼	2	taisho/t0681.html	taisho/t0681_03.html	0.7175	6477
陀羅尼	2	taisho/t0375.html	taisho/t0375_26.html	0.7175	7234
陀羅尼	2	taisho/t0230.html	taisho/t0230_01.html	0.7175	704
陀羅尼	2	taisho/t0310.html	taisho/t0310_102.html	0.7175	4549
陀羅尼	2	taisho/t0441.html	taisho/t0441_30.html	0.7175	11221
陀羅尼	2	taisho/t0984.html	taisho/t0984_01.html	0.7175	6248
陀羅尼	2	taisho/t1749.html	taisho/t1749_01.html	0.7175	15554
陀羅尼	2	taisho/t0907.html	taisho/t0907_01.html	0.7175	1009
陀羅尼	2	taisho/t0279.html	taisho/t0279_18.html	0.7175	3620
陀羅尼	2	taisho/t0159.html	taisho/t0159_01.html	0.7175	4569
陀羅尼	2	taisho/t1695.html	taisho/t1695_01.html	0.7175	13054
陀羅尼	2	taisho/t0469.html	taisho/t0469_01.html	0.7175	575
陀羅尼	2	taisho/t1732.html	taisho/t1732_04.html	0.7175	19802
陀羅尼	2	taisho/t1796.html	taisho/t1796_14.html	0.7175	10893
陀羅尼	2	taisho/t0639.html	taisho/t0639_10.html	0.7175	7395
陀羅尼	2	taisho/t0397.html	taisho/t0397_30.html	0.7175	7396
陀羅尼	2	taisho/t0397.html	taisho/t0397_50.html	0.7175	12026
陀羅尼	2	taisho/t0397.html	taisho/t0397_09.html	0.7175	7455
陀羅尼	2	taisho/t1751.html	taisho/t1751_02.html	0.7175	7966
陀羅尼	2	taisho/t1912.html	taisho/t1912_04.html	0.7175	28160
陀羅尼	2	taisho/t2087.html	taisho/t2087_10.html	0.7175	6377
陀羅尼	2	taisho/t2153.html	taisho/t2153_05.html	0.7175	4089
陀羅尼	2	taisho/t0279.html	taisho/t0279_32.html	0.7175	3164
陀羅尼	2	taisho/t1509.html	taisho/t1509_89.html	0.7175	7737
陀羅尼	2	taisho/t1509.html	taisho/t1509_43.html	0.7175	5435
陀羅尼	2	taisho/t1509.html	taisho/t1509_83.html	0.7175	5258
陀羅尼	2	taisho/t1341.html	taisho/t1341_12.html	0.7175	3109
陀羅尼	2	taisho/t1522.html	taisho/t1522_10.html	0.7175	6913
陀羅尼	2	taisho/t0278.html	taisho/t0278_42.html	0.7175	5067
陀羅尼	2	taisho/t0441.html	taisho/t0441_22.html	0.7175	3143
陀羅尼	2	taisho/t0593.html	taisho/t0593_01.html	0.7175	1943
陀羅尼	2	taisho/t2017.html	taisho/t2017_01.html	0.7175	12586
陀羅尼	2	taisho/t1155.html	taisho/t1155_01.html	0.7175	6481
陀羅尼	2	taisho/t1592.html	taisho/t1592_02.html	0.7175	7210
陀羅尼	2	taisho/t0271.html	taisho/t0271_01.html	0.7175	4391
陀羅尼	2	taisho/t1579.html	taisho/t1579_48.html	0.7175	8215
陀羅尼	2	taisho/t1084.html	taisho/t1084_01.html	0.7175	1293
陀羅尼	2	taisho/t0643.html	taisho/t0643_04.html	0.7175	5541
陀羅尼	2	taisho/t0223.html	taisho/t0223_20.html	0.7175	4785
陀羅尼	2	taisho/t1778.html	taisho/t1778_10.html	0.7175	16254
陀羅尼	2	taisho/t2116.html	taisho/t2116_05.html	0.7175	5904
陀羅尼	2	taisho/t1801.html	taisho/t1801_03.html	0.7175	9834
陀羅尼	2	taisho/t2157.html	taisho/t2157_03.html	0.7175	8716
陀羅尼	2	taisho/t1864.html	taisho/t1864_01.html	0.7175	20050
陀羅尼	2	taisho/t0272.html	taisho/t0272_01.html	0.7175	4183
陀羅尼	2	taisho/t0664.html	taisho/t0664_02.html	0.7175	5991
陀羅尼	2	taisho/t1912.html	taisho/t1912_08.html	0.7175	24431
陀羅尼	2	taisho/t1736.html	taisho/t1736_88.html	0.7175	7375
陀羅尼	2	taisho/t1735.html	taisho/t1735_36.html	0.7175	9118
陀羅尼	2	taisho/t0158.html	taisho/t0158_05.html	0.7175	7804
陀羅尼	2	taisho/t1735.html	taisho/t1735_16.html	0.7175	9528
陀羅尼	2	taisho/t2016.html	taisho/t2016_45.html	0.7175	6045
陀羅尼	2	taisho/t1255b.html	taisho/t1255b_01.html	0.7175	1235
陀羅尼	2	taisho/t1866.html	taisho/t1866_04.html	0.7175	10500
陀羅尼	2	taisho/t1252a.html	taisho/t1252a_01.html	0.7175	324
陀羅尼	2	taisho/t2122.html	taisho/t2122_23.html	0.7175	7964
陀羅尼	2	taisho/t2035.html	taisho/t2035_31.html	0.7175	7773
陀羅尼	2	taisho/t0443.html	taisho/t0443_01.html	0.7175	3943
陀羅尼	2	taisho/t1699.html	taisho/t1699_01.html	0.7175	13553
陀羅尼	2	taisho/t1828.html	taisho/t1828_20.html	0.7175	25872
陀羅尼	2	taisho/t1799.html	taisho/t1799_02.html	0.7175	17887
陀羅尼	2	taisho/t1509.html	taisho/t1509_98.html	0.7175	6666
陀羅尼	2	taisho/t1417.html	taisho/t1417_01.html	0.7175	1290
陀羅尼	1	taisho/t1723.html	taisho/t1723_05.html	0.7175	23073
陀羅尼	1	taisho/t0895a.html	taisho/t0895a_01.html	0.7175	6447
陀羅尼	1	taisho/t0261.html	taisho/t0261_06.html	0.7175	4003
陀羅尼	1	taisho/t0227.html	taisho/t0227_10.html	0.7175	5717
陀羅尼	1	taisho/t0293.html	taisho/t0293_02.html	0.7175	4274
陀羅尼	1	taisho/t1341.html	taisho/t1341_15.html	0.7175	4070
陀羅尼	1	taisho/t1341.html	taisho/t1341_09.html	0.7175	4020
陀羅尼	1	taisho/t1914.html	taisho/t1914_01.html	0.7175	3342
陀羅尼	1	taisho/t1287.html	taisho/t1287_01.html	0.7175	2217
陀羅尼	1	taisho/t1925.html	taisho/t1925_01.html	0.7175	10253
陀羅尼	1	taisho/t1034.html	taisho/t1034_01.html	0.7175	441
陀羅尼	1	taisho/t1634.html	taisho/t1634_01.html	0.7175	6496
陀羅尼	1	taisho/t0231.html	taisho/t0231_04.html	0.7175	4506
陀羅尼	1	taisho/t1822.html	taisho/t1822_30.html	0.7175	6480
陀羅尼	1	taisho/t0665.html	taisho/t0665_10.html	0.7175	4985
陀羅尼	1	taisho/t1832.html	taisho/t1832_02.html	0.7175	29119
陀羅尼	1	taisho/t0484.html	taisho/t0484_01.html	0.7175	3507
陀羅尼	1	taisho/t1734.html	taisho/t1734_01.html	0.7175	10471
陀羅尼	1	taisho/t1335.html	taisho/t1335_03.html	0.7175	3123
陀羅尼	1	taisho/t0228.html	taisho/t0228_24.html	0.7175	3470
陀羅尼	1	taisho/t2133B.html	taisho/t2133B_01.html	0.7175	8420
陀羅尼	1	taisho/t1255a.html	taisho/t1255a_01.html	0.7175	786
陀羅尼	1	taisho/t1796.html	taisho/t1796_06.html	0.7175	8724
陀羅尼	1	taisho/t1965.html	taisho/t1965_01.html	0.7175	9967
陀羅尼	1	taisho/t1934.html	taisho/t1934_04.html	0.7175	8734
陀羅尼	1	taisho/t0293.html	taisho/t0293_14.html	0.7175	3904
陀羅尼	1	taisho/t0261.html	taisho/t0261_03.html	0.7175	5910
陀羅尼	1	taisho/t1720.html	taisho/t1720_03.html	0.7175	7158
陀羅尼	1	taisho/t1843.html	taisho/t1843_01.html	0.7175	16382
陀羅尼	1	taisho/t0882.html	taisho/t0882_05.html	0.7175	3963
陀羅尼	1	taisho/t0639.html	taisho/t0639_01.html	0.7175	4447
陀羅尼	1	taisho/t1742.html	taisho/t1742_01.html	0.7175	7698
陀羅尼	1	taisho/t1773.html	taisho/t1773_01.html	0.7175	4214
陀羅尼	1	taisho/t1717.html	taisho/t1717_01.html	0.7175	8981
陀羅尼	1	taisho/t1830.html	taisho/t1830_01.html	0.7175	40450
陀羅尼	1	taisho/t1786.html	taisho/t1786_01.html	0.7175	15519
陀羅尼	1	taisho/t0951.html	taisho/t0951_01.html	0.7175	9005
陀羅尼	1	taisho/t1180.html	taisho/t1180_01.html	0.7175	682
陀羅尼	1	taisho/t0869.html	taisho/t0869_01.html	0.7175	2591
陀羅尼	1	taisho/t0431.html	taisho/t0431_01.html	0.7175	1088
陀羅尼	1	taisho/t1916.html	taisho/t1916_02.html	0.7175	8364
陀羅尼	1	taisho/t0543.html	taisho/t0543_01.html	0.7175	2310
陀羅尼	1	taisho/t0189.html	taisho/t0189_01.html	0.7175	7096
陀羅尼	1	taisho/t0268.html	taisho/t0268_01.html	0.7175	3616
陀羅尼	1	taisho/t0895b.html	taisho/t0895b_02.html	0.7175	6525
陀羅尼	1	taisho/t0634.html	taisho/t0634_03.html	0.7175	1968
陀羅尼	1	taisho/t2153.html	taisho/t2153_15.html	0.7175	2413
陀羅尼	1	taisho/t1851.html	taisho/t1851_01.html	0.7175	26620
陀羅尼	1	taisho/t0586.html	taisho/t0586_02.html	0.7175	6105
陀羅尼	1	taisho/t0293.html	taisho/t0293_24.html	0.7175	4289
陀羅尼	1	taisho/t2078.html	taisho/t2078_09.html	0.7175	5544
陀羅尼	1	taisho/t1796.html	taisho/t1796_17.html	0.7175	10583
陀羅尼	1	taisho/t2145.html	taisho/t2145_07.html	0.7175	5856
陀羅尼	1	taisho/t0400.html	taisho/t0400_17.html	0.7175	2243
陀羅尼	1	taisho/t1814.html	taisho/t1814_02.html	0.7175	21309
陀羅尼	1	taisho/t0299.html	taisho/t0299_02.html	0.7175	3725
陀羅尼	1	taisho/t0464.html	taisho/t0464_01.html	0.7175	1914
陀羅尼	1	taisho/t1134B.html	taisho/t1134B_01.html	0.7175	498
陀羅尼	1	taisho/t1799.html	taisho/t1799_04.html	0.7175	18599
陀羅尼	1	taisho/t1695.html	taisho/t1695_02.html	0.7175	13983
陀羅尼	1	taisho/t0974B.html	taisho/t0974B_01.html	0.7175	1109
陀羅尼	1	taisho/t0660.html	taisho/t0660_05.html	0.7175	4462
陀羅尼	1	taisho/t2084.html	taisho/t2084_01.html	0.7175	10958
陀羅尼	1	taisho/t0476.html	taisho/t0476_06.html	0.7175	3786
陀羅尼	1	taisho/t1341.html	taisho/t1341_08.html	0.7175	4965
陀羅尼	1	taisho/t2064.html	taisho/t2064_02.html	0.7175	7517
陀羅尼	1	taisho/t1779.html	taisho/t1779_02.html	0.7175	16328
陀羅尼	1	taisho/t1723.html	taisho/t1723_09.html	0.7175	22501
陀羅尼	1	taisho/t1961.html	taisho/t1961_01.html	0.7175	4717
陀羅尼	1	taisho/t0221.html	taisho/t0221_06.html	0.7175	7293
陀羅尼	1	taisho/t1916.html	taisho/t1916_04.html	0.7175	7909
陀羅尼	1	taisho/t0379.html	taisho/t0379_03.html	0.7175	4453
陀羅尼	1	taisho/t2053.html	taisho/t2053_06.html	0.7175	5266
陀羅尼	1	taisho/t0404.html	taisho/t0404_05.html	0.7175	4789
陀羅尼	1	taisho/t1732.html	taisho/t1732_02.html	0.7175	17096
陀羅尼	1	taisho/t1596.html	taisho/t1596_01.html	0.7175	5196
陀羅尼	1	taisho/t1521.html	taisho/t1521_05.html	0.7175	5014
陀羅尼	1	taisho/t0157.html	taisho/t0157_06.html	0.7175	5745
陀羅尼	1	taisho/t1341.html	taisho/t1341_07.html	0.7175	5118
陀羅尼	1	taisho/t1707.html	taisho/t1707_03.html	0.7175	16289
陀羅尼	1	taisho/t0190.html	taisho/t0190_11.html	0.7175	4243
陀羅尼	1	taisho/t1722.html	taisho/t1722_01.html	0.7175	18743
陀羅尼	1	taisho/t0889.html	taisho/t0889_02.html	0.7175	3698
陀羅尼	1	taisho/t1637.html	taisho/t1637_01.html	0.7175	2123
陀羅尼	1	taisho/t0852a.html	taisho/t0852a_02.html	0.7175	8067
陀羅尼	1	taisho/t1636.html	taisho/t1636_24.html	0.7175	2634
陀羅尼	1	taisho/t0220.html	taisho/t0220_565.html	0.7175	4621
陀羅尼	1	taisho/t1526.html	taisho/t1526_01.html	0.7175	3513
陀羅尼	1	taisho/t0416.html	taisho/t0416_01.html	0.7175	4304
陀羅尼	1	taisho/t0220.html	taisho/t0220_554.html	0.7175	5755
陀羅尼	1	taisho/t0220.html	taisho/t0220_532.html	0.7175	4800
陀羅尼	1	taisho/t0220.html	taisho/t0220_533.html	0.7175	4892
陀羅尼	1	taisho/t1856.html	taisho/t1856_01.html	0.7175	7584
陀羅尼	1	taisho/t2126.html	taisho/t2126_03.html	0.7175	10622
陀羅尼	1	taisho/t0220.html	taisho/t0220_485.html	0.7175	5031
陀羅尼	1	taisho/t0220.html	taisho/t0220_100.html	0.7175	4413
陀羅尼	1	taisho/t0278.html	taisho/t0278_07.html	0.7175	5412
陀羅尼	1	taisho/t0157.html	taisho/t0157_04.html	0.7175	6370
陀羅尼	1	taisho/t2129.html	taisho/t2129_10.html	0.7175	8011
陀羅尼	1	taisho/t0278.html	taisho/t0278_36.html	0.7175	4296
陀羅尼	1	taisho/t0278.html	taisho/t0278_51.html	0.7175	4864
陀羅尼	1	taisho/t0278.html	taisho/t0278_23.html	0.7175	5274
陀羅尼	1	taisho/t0278.html	taisho/t0278_09.html	0.7175	5808
陀羅尼	1	taisho/t1819.html	taisho/t1819_02.html	0.7175	9289
陀羅尼	1	taisho/t0220.html	taisho/t0220_473.html	0.7175	4645
陀羅尼	1	taisho/t1177A.html	taisho/t1177A_02.html	0.7175	3172
陀羅尼	1	taisho/t1175.html	taisho/t1175_01.html	0.7175	6385
陀羅尼	1	taisho/t2072.html	taisho/t2072_01.html	0.7175	10860
陀羅尼	1	taisho/t0220.html	taisho/t0220_056.html	0.7175	5453
陀羅尼	1	taisho/t0220.html	taisho/t0220_469.html	0.7175	5024
陀羅尼	1	taisho/t1789.html	taisho/t1789_04.html	0.7175	21765
陀羅尼	1	taisho/t0279.html	taisho/t0279_34.html	0.7175	5330
陀羅尼	1	taisho/t0220.html	taisho/t0220_525.html	0.7175	5693
陀羅尼	1	taisho/t0279.html	taisho/t0279_67.html	0.7175	4867
陀羅尼	1	taisho/t0279.html	taisho/t0279_40.html	0.7175	3633
陀羅尼	1	taisho/t0279.html	taisho/t0279_55.html	0.7175	4324
陀羅尼	1	taisho/t0382.html	taisho/t0382_01.html	0.7175	4867
陀羅尼	1	taisho/t0245.html	taisho/t0245_02.html	0.7175	3787
陀羅尼	1	taisho/t0279.html	taisho/t0279_59.html	0.7175	5901
陀羅尼	1	taisho/t0279.html	taisho/t0279_57.html	0.7175	5090
陀羅尼	1	taisho/t0279.html	taisho/t0279_46.html	0.7175	3807
陀羅尼	1	taisho/t0402.html	taisho/t0402_01.html	0.7175	3859
陀羅尼	1	taisho/t0293.html	taisho/t0293_12.html	0.7175	5148
陀羅尼	1	taisho/t0310.html	taisho/t0310_082.html	0.7175	8367
陀羅尼	1	taisho/t1177A.html	taisho/t1177A_06.html	0.7175	4366
陀羅尼	1	taisho/t1235.html	taisho/t1235_01.html	0.7175	686
陀羅尼	1	taisho/t0310.html	taisho/t0310_089.html	0.7175	6158
陀羅尼	1	taisho/t1733.html	taisho/t1733_05.html	0.7175	22870
陀羅尼	1	taisho/t0310.html	taisho/t0310_032.html	0.7175	4639
陀羅尼	1	taisho/t0310.html	taisho/t0310_025.html	0.7175	4673
陀羅尼	1	taisho/t0310.html	taisho/t0310_081.html	0.7175	6217
陀羅尼	1	taisho/t0423.html	taisho/t0423_03.html	0.7175	3144
陀羅尼	1	taisho/t0278.html	taisho/t0278_29.html	0.7175	3405
陀羅尼	1	taisho/t0430.html	taisho/t0430_01.html	0.7175	591
陀羅尼	1	taisho/t0310.html	taisho/t0310_107.html	0.7175	4138
陀羅尼	1	taisho/t2154.html	taisho/t2154_05.html	0.7175	12218
陀羅尼	1	taisho/t0374.html	taisho/t0374_29.html	0.7175	5953
陀羅尼	1	taisho/t0665.html	taisho/t0665_03.html	0.7175	3640
陀羅尼	1	taisho/t1636.html	taisho/t1636_10.html	0.7175	2641
陀羅尼	1	taisho/t0397.html	taisho/t0397_27.html	0.7175	7734
陀羅尼	1	taisho/t0397.html	taisho/t0397_13.html	0.7175	8682
陀羅尼	1	taisho/t0397.html	taisho/t0397_48.html	0.7175	6176
陀羅尼	1	taisho/t2080.html	taisho/t2080_01.html	0.7175	5132
陀羅尼	1	taisho/t0319.html	taisho/t0319_02.html	0.7175	5466
陀羅尼	1	taisho/t1636.html	taisho/t1636_25.html	0.7175	2696
陀羅尼	1	taisho/t1717.html	taisho/t1717_09.html	0.7175	8184
陀羅尼	1	taisho/t1717.html	taisho/t1717_19.html	0.7175	8175
陀羅尼	1	taisho/t1509.html	taisho/t1509_65.html	0.7175	6066
陀羅尼	1	taisho/t1509.html	taisho/t1509_38.html	0.7175	6277
陀羅尼	1	taisho/t1509.html	taisho/t1509_46.html	0.7175	6650
陀羅尼	1	taisho/t0187.html	taisho/t0187_04.html	0.7175	6632
陀羅尼	1	taisho/t1740.html	taisho/t1740_01.html	0.7175	2096
陀羅尼	1	taisho/t1757.html	taisho/t1757_01.html	0.7175	19605
陀羅尼	1	taisho/t0279.html	taisho/t0279_23.html	0.7175	4828
陀羅尼	1	taisho/t1974.html	taisho/t1974_02.html	0.7175	16437
陀羅尼	1	taisho/t1509.html	taisho/t1509_90.html	0.7175	6249
陀羅尼	1	taisho/t0665.html	taisho/t0665_02.html	0.7175	4540
陀羅尼	1	taisho/t1668.html	taisho/t1668_10.html	0.7175	4354
陀羅尼	1	taisho/t0279.html	taisho/t0279_77.html	0.7175	7047
陀羅尼	1	taisho/t2155.html	taisho/t2155_01.html	0.7175	3639
陀羅尼	1	taisho/t2154.html	taisho/t2154_01.html	0.7175	10768
陀羅尼	1	taisho/t0997.html	taisho/t0997_08.html	0.7175	5123
陀羅尼	1	taisho/t1598.html	taisho/t1598_01.html	0.7175	5823
陀羅尼	1	taisho/t1912.html	taisho/t1912_05.html	0.7175	56517
陀羅尼	1	taisho/t0303.html	taisho/t0303_01.html	0.7175	3094
陀羅尼	1	taisho/t1191.html	taisho/t1191_01.html	0.7175	3169
陀羅尼	1	taisho/t1873.html	taisho/t1873_01.html	0.7175	8366
陀羅尼	1	taisho/t1750.html	taisho/t1750_01.html	0.7175	9277
陀羅尼	1	taisho/t0931.html	taisho/t0931_01.html	0.7175	1935
陀羅尼	1	taisho/t1003.html	taisho/t1003_01.html	0.7175	3832
陀羅尼	1	taisho/t1735.html	taisho/t1735_52.html	0.7175	6639
陀羅尼	1	taisho/t1579.html	taisho/t1579_44.html	0.7175	5721
陀羅尼	1	taisho/t0824.html	taisho/t0824_01.html	0.7175	7826
陀羅尼	1	taisho/t1597.html	taisho/t1597_01.html	0.7175	5564
陀羅尼	1	taisho/t1509.html	taisho/t1509_37.html	0.7175	6077
陀羅尼	1	taisho/t0945.html	taisho/t0945_04.html	0.7175	5219
陀羅尼	1	taisho/t2001.html	taisho/t2001_08.html	0.7175	16033
陀羅尼	1	taisho/t1871.html	taisho/t1871_01.html	0.7175	7716
陀羅尼	1	taisho/t1263.html	taisho/t1263_01.html	0.7175	547
陀羅尼	1	taisho/t0761.html	taisho/t0761_01.html	0.7175	6097
陀羅尼	1	taisho/t1042.html	taisho/t1042_01.html	0.7175	661
陀羅尼	1	taisho/t1522.html	taisho/t1522_08.html	0.7175	5983
陀羅尼	1	taisho/t0411.html	taisho/t0411_02.html	0.7175	6148
陀羅尼	1	taisho/t1815.html	taisho/t1815_02.html	0.7175	19788
陀羅尼	1	taisho/t1582.html	taisho/t1582_08.html	0.7175	6063
陀羅尼	1	taisho/t0310.html	taisho/t0310_067.html	0.7175	4962
陀羅尼	1	taisho/t0223.html	taisho/t0223_21.html	0.7175	6257
陀羅尼	1	taisho/t1735.html	taisho/t1735_38.html	0.7175	7571
陀羅尼	1	taisho/t0310.html	taisho/t0310_017.html	0.7175	4630
陀羅尼	1	taisho/t1735.html	taisho/t1735_03.html	0.7175	9914
陀羅尼	1	taisho/t1735.html	taisho/t1735_59.html	0.7175	7615
陀羅尼	1	taisho/t0639.html	taisho/t0639_04.html	0.7175	3929
陀羅尼	1	taisho/t0261.html	taisho/t0261_01.html	0.7175	4674
陀羅尼	1	taisho/t0896.html	taisho/t0896_04.html	0.7175	2903
陀羅尼	1	taisho/t0410.html	taisho/t0410_08.html	0.7175	3286
陀羅尼	1	taisho/t1747.html	taisho/t1747_01.html	0.7175	6559
陀羅尼	1	taisho/t1716.html	taisho/t1716_01.html	0.7175	12617
陀羅尼	1	taisho/t1264a.html	taisho/t1264a_01.html	0.7175	636
陀羅尼	1	taisho/t1340.html	taisho/t1340_04.html	0.7175	4999
陀羅尼	1	taisho/t0441.html	taisho/t0441_12.html	0.7175	2795
陀羅尼	1	taisho/t1736.html	taisho/t1736_62.html	0.7175	10198
陀羅尼	1	taisho/t0220.html	taisho/t0220_479.html	0.7175	5012
陀羅尼	1	taisho/t1736.html	taisho/t1736_83.html	0.7175	6554
陀羅尼	1	taisho/t1736.html	taisho/t1736_86.html	0.7175	6020
陀羅尼	1	taisho/t0310.html	taisho/t0310_084.html	0.7175	2714
陀羅尼	1	taisho/t1736.html	taisho/t1736_60.html	0.7175	10580
陀羅尼	1	taisho/t1735.html	taisho/t1735_31.html	0.7175	10385
陀羅尼	1	taisho/t0220.html	taisho/t0220_508.html	0.7175	4795
陀羅尼	1	taisho/t0220.html	taisho/t0220_036.html	0.7175	5386
陀羅尼	1	taisho/t0220.html	taisho/t0220_546.html	0.7175	5291
陀羅尼	1	taisho/t0220.html	taisho/t0220_530.html	0.7175	4905
陀羅尼	1	taisho/t0311.html	taisho/t0311_01.html	0.7175	4038
陀羅尼	1	taisho/t1763.html	taisho/t1763_24.html	0.7175	2727
陀羅尼	1	taisho/t0262.html	taisho/t0262_01.html	0.7175	6767
陀羅尼	1	taisho/t0220.html	taisho/t0220_562.html	0.7175	5048
陀羅尼	1	taisho/t0220.html	taisho/t0220_359.html	0.7175	4797
陀羅尼	1	taisho/t2016.html	taisho/t2016_21.html	0.7175	7444
陀羅尼	1	taisho/t2067.html	taisho/t2067_10.html	0.7175	6916
陀羅尼	1	taisho/t1779.html	taisho/t1779_05.html	0.7175	16903
陀羅尼	1	taisho/t1730.html	taisho/t1730_03.html	0.7175	19567
陀羅尼	1	taisho/t2016.html	taisho/t2016_10.html	0.7175	6693
陀羅尼	1	taisho/t1736.html	taisho/t1736_28.html	0.7175	9257
陀羅尼	1	taisho/t0278.html	taisho/t0278_33.html	0.7175	5303
陀羅尼	1	taisho/t2149.html	taisho/t2149_07.html	0.7175	3827
陀羅尼	1	taisho/t2131.html	taisho/t2131_02.html	0.7175	19541
陀羅尼	1	taisho/t0278.html	taisho/t0278_35.html	0.7175	5240
陀羅尼	1	taisho/t2016.html	taisho/t2016_02.html	0.7175	7274
陀羅尼	1	taisho/t0397.html	taisho/t0397_47.html	0.7175	6793
陀羅尼	1	taisho/t1920.html	taisho/t1920_01.html	0.7175	2310
陀羅尼	1	taisho/t1031.html	taisho/t1031_01.html	0.7175	1659
陀羅尼	1	taisho/t0438.html	taisho/t0438_01.html	0.7175	966
陀羅尼	1	taisho/t2035.html	taisho/t2035_09.html	0.7175	6924
陀羅尼	1	taisho/t0220.html	taisho/t0220_413.html	0.7175	5280
陀羅尼	1	taisho/t1780.html	taisho/t1780_07.html	0.7175	7808
陀羅尼	1	taisho/t2035.html	taisho/t2035_40.html	0.7175	6755
陀羅尼	1	taisho/t2016.html	taisho/t2016_36.html	0.7175	8835
陀羅尼	1	taisho/t1521.html	taisho/t1521_07.html	0.7175	5887
陀羅尼	1	taisho/t1739.html	taisho/t1739_17.html	0.7175	8290
陀羅尼	1	taisho/t2099.html	taisho/t2099_01.html	0.7175	8407
陀羅尼	1	taisho/t0220.html	taisho/t0220_461.html	0.7175	4513
陀羅尼	1	taisho/t0279.html	taisho/t0279_17.html	0.7175	5871
陀羅尼	1	taisho/t0220.html	taisho/t0220_420.html	0.7175	4490
陀羅尼	1	taisho/t1829.html	taisho/t1829_05.html	0.7175	19668
陀羅尼	1	taisho/t0876.html	taisho/t0876_01.html	0.7175	3918
陀羅尼	1	taisho/t1861.html	taisho/t1861_01.html	0.7175	24480
陀羅尼	1	taisho/t2036.html	taisho/t2036_09.html	0.7175	11591
陀羅尼	1	taisho/t0279.html	taisho/t0279_78.html	0.7175	6061
陀羅尼	1	taisho/t0279.html	taisho/t0279_80.html	0.7175	4814
陀羅尼	1	taisho/t2076.html	taisho/t2076_27.html	0.7175	9140
陀羅尼	1	taisho/t0852b.html	taisho/t0852b_02.html	0.7175	7003
陀羅尼	1	taisho/t1754.html	taisho/t1754_03.html	0.7175	11474
陀羅尼	1	taisho/t0659.html	taisho/t0659_04.html	0.7175	6642
陀羅尼	1	taisho/t2061.html	taisho/t2061_05.html	0.7175	7027
陀羅尼	1	taisho/t2060.html	taisho/t2060_23.html	0.7175	9007
陀羅尼	1	taisho/t0905.html	taisho/t0905_01.html	0.7175	2975
陀羅尼	1	taisho/t0382.html	taisho/t0382_03.html	0.7175	4826
陀羅尼	1	taisho/t0279.html	taisho/t0279_02.html	0.7175	4235
陀羅尼	1	taisho/t0278.html	taisho/t0278_25.html	0.7175	6541
陀羅尼	1	taisho/t2122.html	taisho/t2122_16.html	0.7175	6550
陀羅尼	1	taisho/t1509.html	taisho/t1509_25.html	0.7175	5804
陀羅尼	1	taisho/t2122.html	taisho/t2122_36.html	0.7175	10195
陀羅尼	1	taisho/t0310.html	taisho/t0310_059.html	0.7175	4672
陀羅尼	1	taisho/t0310.html	taisho/t0310_030.html	0.7175	4606
